filename,width,height,class,xmin,ymin,xmax,ymax
WIN_20240207_16_18_38_Pro.jpg,1280,720,redobject,522,240,818,603
WIN_20240207_16_18_40_Pro.jpg,1280,720,redobject,462,180,781,556
WIN_20240207_16_18_50_Pro.jpg,1280,720,redobject,352,296,640,654
WIN_20240207_16_18_55_Pro.jpg,1280,720,redobject,689,360,977,705
WIN_20240207_16_19_06_Pro.jpg,1280,720,redobject,223,238,545,605
WIN_20240207_16_19_11_Pro.jpg,1280,720,redobject,201,157,565,604
WIN_20240207_16_19_15_Pro.jpg,1280,720,redobject,350,150,695,550
WIN_20240207_16_19_22_Pro.jpg,1280,720,redobject,113,248,487,676
WIN_20240207_16_19_30_Pro.jpg,1280,720,redobject,292,106,700,578
WIN_20240207_16_19_35_Pro.jpg,1280,720,redobject,553,219,854,554
WIN_20240207_16_19_41_Pro.jpg,1280,720,redobject,531,183,895,619
WIN_20240207_16_19_48_Pro.jpg,1280,720,redobject,412,215,753,624
WIN_20240207_16_19_55_Pro.jpg,1280,720,redobject,350,127,665,499
